topic,term,beta
7,abandoned,2.3935485436422454e-9
8,abandoned,2.811241505348473e-18
9,abandoned,3.314679603048676e-4
10,abandoned,1.2373807402297823e-4
1,allocated,4.136012110770939e-53
2,allocated,3.538133957769673e-57
3,allocated,3.760685188911453e-290
4,allocated,8.007473406646008e-280
5,allocated,8.719653462507749e-290
6,allocated,9.167874558780354e-289
7,allocated,5.502471003516838e-5
8,allocated,2.1820101341896363e-54
9,allocated,1.8944150484233953e-32
10,allocated,6.11347699192184e-263
1,foodstuffs,1.2408692283082337e-19
2,foodstuffs,2.4630627719588775e-54
3,foodstuffs,9.214352085527397e-4
4,foodstuffs,2.412456981277018e-27
5,foodstuffs,1.6833480842983648e-31
6,foodstuffs,5.9252884723153555e-21
7,foodstuffs,1.4894587150706154e-6
8,foodstuffs,2.8010345458359676e-4
9,foodstuffs,7.890162406155271e-5
10,foodstuffs,7.695919307070984e-64
1,model,2.0358237189047532e-16
2,model,1.1641151444527895e-50
3,model,5.312066319286345e-13
4,model,2.3905828465448087e-4
5,model,8.277823239433063e-36
6,model,1.5730834978504782e-4
7,model,1.938714739068608e-4
8,model,2.69815262931393e-4
9,model,3.063214139793141e-7
10,model,2.792306299959984e-70
1,quarries,6.581427572624946e-50
2,quarries,6.057445676248013e-288
3,quarries,1.9728292466874343e-283
4,quarries,4.486806606972993e-272
5,quarries,8.030010672589366e-283
6,quarries,8.07007027199194e-276
7,quarries,8.22210986178708e-5
8,quarries,2.3060142993799135e-7
9,quarries,2.9343311044912968e-21
10,quarries,1.5969614132500163e-273
1,registered,6.845501750796628e-5
2,registered,5.505009847267065e-62
3,registered,3.6643476143993555e-71
4,registered,3.3767896257825137e-23
5,registered,3.0227346615939065e-15
6,registered,2.354183506063185e-14
7,registered,3.889210529615031e-4
8,registered,1.137920209853371e-4
9,registered,4.943970396116713e-18
10,registered,2.771283844529364e-260
1,studied,2.320486739026308e-4
2,studied,1.9543705184386284e-74
3,studied,5.663312411748294e-23
4,studied,6.789043230381366e-6
5,studied,2.2172585901470726e-5
6,studied,2.457501018166039e-27
7,studied,8.677260331667116e-5
8,studied,1.6225946784027331e-6
9,studied,8.514373367354661e-36
10,studied,4.2320194365265563e-35
1,cosmetics,6.215470539651267e-13
2,cosmetics,9.444008468824405e-48
3,cosmetics,3.145545996325222e-4
4,cosmetics,0.0013694474454655416
5,cosmetics,0.0016451557194793178
6,cosmetics,1.8379718939816173e-5
7,cosmetics,3.9518988923632567e-22
8,cosmetics,9.151592120321425e-12
9,cosmetics,0.00239029450011464
10,cosmetics,4.516864251835864e-4
1,encouraging,9.999549531625379e-191
2,encouraging,4.027164605887661e-43
3,encouraging,3.88189096155743e-24
4,encouraging,2.1784784896142938e-8
5,encouraging,3.1899186295327705e-39
6,encouraging,6.241384272489018e-5
7,encouraging,4.6357147790531844e-5
8,encouraging,1.6726168499739e-5
9,encouraging,4.074858558876696e-13
10,encouraging,3.7347670152120264e-35
1,official,3.893820544204545e-44
2,official,8.528389887598464e-219
3,official,6.459086873097288e-27
4,official,6.001758671759801e-46
5,official,1.0869457305106725e-67
6,official,2.1147330293261728e-5
7,official,1.3750496584090028e-4
8,official,9.976525901106673e-37
9,official,1.9851250431457384e-21
10,official,3.569894797591479e-235
1,session,3.992947774778658e-183
2,session,2.800197423673087e-281
3,session,1.4740349010300238e-14
4,session,4.0903551947809655e-75
5,session,3.542928090267513e-55
6,session,3.490976883436026e-5
7,session,1.4434783158042727e-5
8,session,1.3917194756964042e-273
9,session,8.558245979488086e-5
10,session,4.24044729736386e-33
1,kabuta,9.650761015767682e-22
2,kabuta,4.9335243716839836e-207
3,kabuta,9.732240105783697e-276
4,kabuta,3.400419443009388e-266
5,kabuta,4.761376067918932e-277
6,kabuta,1.0306173199549783e-273
7,kabuta,1.9258637160241945e-4
8,kabuta,1.725057928428307e-23
9,kabuta,1.1222764293034392e-10
10,kabuta,2.550147006714377e-103
1,825,3.13149259218732e-5
2,825,2.681773399299777e-60
3,825,4.256209170142428e-242
4,825,8.839454877927221e-7
5,825,1.1744068813614391e-38
6,825,8.49511367884646e-5
7,825,1.7155478823491247e-5
8,825,6.630082937561735e-5
9,825,9.091916665206077e-48
10,825,4.54651377483373e-247
1,invest,8.604528454162377e-8
2,invest,0.002618497701119541
3,invest,0.002357882608846415
4,invest,0.001253465394435538
5,invest,0.008209833181779322
6,invest,0.0027484608941930008
7,invest,7.2554778516815655e-6
8,invest,3.42224402033606e-4
9,invest,0.00640379582193474
10,invest,8.393823474386669e-4
1,strongly,1.3305801743003417e-5
2,strongly,4.908244535591431e-57
3,strongly,3.6533523530925796e-5
4,strongly,2.5573805557071055e-13
5,strongly,6.601681892614704e-38
6,strongly,9.506968140238056e-5
7,strongly,3.729910878233527e-5
8,strongly,4.216958181230799e-5
9,strongly,3.916996563343151e-43
10,strongly,1.5313935375955868e-263
1,asserts,3.4328644508858008e-251
2,asserts,6.111515778928636e-290
3,asserts,2.9356686371390085e-143
4,asserts,2.2159723418683653e-236
5,asserts,9.903036622502908e-267
6,asserts,6.444658730096996e-266
7,asserts,6.87808875439604e-5
8,asserts,1.4559950563939465e-36
9,asserts,6.1199299846877285e-282
10,asserts,3.8919159165025935e-275
1,communication,3.0277069943562384e-4
2,communication,2.9042268878974445e-51
3,communication,1.906026679113693e-14
4,communication,3.3955962040663425e-114
5,communication,5.438231769779373e-5
6,communication,1.1049544170559357e-4
7,communication,1.4811266812982982e-5
8,communication,1.7474211118654556e-14
9,communication,7.2024946861859725e-50
10,communication,2.0407656615874635e-241
1,mass,2.703364596214766e-43
2,mass,7.172765919001259e-220
3,mass,2.134875430804899e-283
4,mass,8.41255296878583e-276
5,mass,1.0381991120118996e-284
6,mass,1.0496460732448983e-281
7,mass,6.87808875439604e-5
8,mass,5.9977340426333095e-258
9,mass,3.641247943953817e-283
10,mass,1.6633815818771114e-276
1,membership,8.214251405174485e-24
2,membership,5.629516379050701e-284
3,membership,1.6115825566442853e-284
4,membership,6.150655133935828e-43
5,membership,6.782429876158986e-278
6,membership,3.4481382382334787e-264
7,membership,9.629324256154466e-5
8,membership,5.25302513956463e-50
9,membership,7.562083384892144e-36
10,membership,7.569354984386908e-278
1,prefers,2.8269090668933407e-5
2,prefers,1.6384379790077216e-5
3,prefers,1.0605009995586268e-168
4,prefers,1.068725776985484e-10
5,prefers,5.921377451449566e-5
6,prefers,3.66390882792345e-82
7,prefers,4.304030982600128e-5
8,prefers,2.508107434137294e-5
9,prefers,2.3986723355227843e-45
10,prefers,6.20473663898435e-19
1,universities,8.686150644034456e-28
2,universities,3.840058606306001e-53
3,universities,2.2753665124840813e-36
4,universities,3.475485268967793e-10
5,universities,1.4034374794393434e-33
6,universities,1.4659146496042453e-4
7,universities,2.3500819866600735e-5
8,universities,4.348243642296458e-5
9,universities,6.206007520532998e-34
10,universities,3.0746126498340932e-261
1,ahead,2.3117860355841274e-4
2,ahead,1.6333517314181924e-5
3,ahead,1.9961000052639793e-4
4,ahead,6.925968365089833e-4
5,ahead,7.360300687092589e-5
6,ahead,6.353931776725457e-5
7,ahead,5.6337263487647566e-5
8,ahead,3.2714741046903644e-12
9,ahead,9.981182175945829e-4
10,ahead,5.625895985498928e-4
1,colonial,6.122180220314837e-5
2,colonial,3.262887239653198e-220
3,colonial,1.732339856328741e-5
4,colonial,1.1453492764677278e-264
5,colonial,1.793431149482256e-36
6,colonial,9.321108024145249e-26
7,colonial,1.1824861074575826e-5
8,colonial,1.9984530156660121e-252
9,colonial,3.846761941194374e-23
10,colonial,1.985688339741414e-212
1,marriage,2.3508255317105875e-4
2,marriage,1.2128831415092459e-51
3,marriage,7.012263961366081e-5
4,marriage,6.089418214391023e-18
5,marriage,3.027125346331006e-5
6,marriage,3.7073431678509e-35
7,marriage,9.987141529913939e-5
8,marriage,3.767303863746237e-5
9,marriage,2.3202914460753243e-11
10,marriage,6.9912783379170834e-68
1,stores,1.8759047040563122e-14
2,stores,1.614632582035516e-5
3,stores,2.0725518333410673e-4
4,stores,5.674327500524337e-4
5,stores,8.141947037917401e-4
6,stores,5.894039229648457e-4
7,stores,7.677811581490201e-5
8,stores,1.6609695973100096e-4
9,stores,0.0010129923350578154
10,stores,7.976013556505627e-43
1,wangige,4.112042269970546e-17
2,wangige,1.064084930747027e-49
3,wangige,1.3560170300955116e-76
4,wangige,5.732661086920296e-28
5,wangige,2.92466804525138e-259
6,wangige,1.650655281171271e-258
7,wangige,2.677996729936149e-4
8,wangige,1.5384832748880124e-5
9,wangige,5.4429781997355e-29
10,wangige,5.056250518714499e-267
1,subsistence,4.181131294464943e-20
2,subsistence,5.1844876496722e-49
3,subsistence,4.564653688364395e-5
4,subsistence,1.1928049532449976e-12
5,subsistence,3.100041027011553e-5
6,subsistence,1.4263539371473112e-5
7,subsistence,2.1907419174899037e-4
8,subsistence,5.6181055137305576e-27
9,subsistence,9.255782237229902e-41
10,subsistence,3.23591978088106e-261
1,1950,9.651309634542962e-18
2,1950,1.522883807839545e-69
3,1950,1.030106605404033e-63
4,1950,9.172505998021843e-271
5,1950,2.947144854802418e-281
6,1950,6.835429157925218e-275
7,1950,5.4446862444918094e-5
8,1950,4.217298607896137e-7
9,1950,2.0298311502460248e-282
10,1950,1.8225238988894876e-272
1,generation,5.579840938849671e-5
2,generation,1.617427788035299e-5
3,generation,2.0363867507237525e-5
4,generation,7.494173837912882e-22
5,generation,3.566250019104593e-54
6,generation,7.87479323126691e-26
7,generation,1.4734550855320308e-4
8,generation,4.173421610958301e-5
9,generation,8.638093501210823e-14
10,generation,2.375226660258488e-262
1,relating,2.860302187155188e-5
2,relating,9.175765566102347e-38
3,relating,4.820985913899937e-273
4,relating,1.3451132726410095e-208
5,relating,3.2784252639281623e-273
6,relating,2.2272804048009928e-269
7,relating,5.502471003516828e-5
8,relating,5.234547950933636e-19
9,relating,1.3599491420935125e-5
10,relating,4.607306317246102e-266
1,restoration,1.070447099475849e-39
2,restoration,5.165898230794893e-61
3,restoration,1.6539216302885317e-277
4,restoration,1.3417959379653397e-62
5,restoration,1.149948286530502e-277
6,restoration,4.212071357105235e-5
7,restoration,2.751235501758419e-5
8,restoration,1.9094035528635077e-279
9,restoration,1.9597739485326843e-280
10,restoration,2.4280206734274193e-233
1,solving,5.322482829168556e-22
2,solving,3.252438778017722e-66
3,solving,4.244461448734164e-18
4,solving,4.81975171008453e-5
5,solving,1.8385015375103964e-274
6,solving,1.0220367677697101e-272
7,solving,5.341684994640737e-5
8,solving,1.4648508298871004e-253
9,solving,1.2585440577093173e-25
10,solving,1.3871129434049559e-266
1,1996,7.730418369807971e-5
2,1996,5.9341695088344555e-77
3,1996,1.7323398563287225e-5
4,1996,3.888732670243869e-22
5,1996,5.611167652193489e-69
6,1996,6.9641691539351265e-43
7,1996,7.610385491222868e-5
8,1996,2.185131233293665e-4
9,1996,1.4783886348671357e-19
10,1996,8.314030211690208e-260
1,confesses,1.4563938653993257e-17
2,confesses,3.2496612562992204e-60
3,confesses,8.647557031312854e-5
4,confesses,4.124085211942949e-7
5,confesses,1.3541283469334605e-256
6,confesses,1.5936851089455628e-11
7,confesses,8.03055884910904e-5
8,confesses,1.6146023275865253e-6
9,confesses,6.119592694398875e-38
10,confesses,8.959251082029695e-265
1,gathiga,2.643168902300674e-32
2,gathiga,4.0486818057074524e-227
3,gathiga,1.4843679559779984e-272
4,gathiga,7.435359926858827e-31
5,gathiga,9.94400002054704e-278
6,gathiga,2.837500701562273e-259
7,gathiga,7.386172838262261e-5
8,gathiga,1.637116691609926e-5
9,gathiga,8.416890839585185e-35
10,gathiga,8.344637085807695e-268
1,participated,6.355414989584112e-240
2,participated,3.877008439409124e-64
3,participated,3.84406686031162e-38
4,participated,2.6864820315408606e-11
5,participated,5.823524706831153e-5
6,participated,6.458348939437851e-5
7,participated,6.783333171388776e-5
8,participated,1.204825286302174e-5
9,participated,3.388691311867698e-5
10,participated,1.4688315132932072e-256
1,recover,1.0881403453616936e-13
2,recover,2.5976117261186677e-23
3,recover,6.32979048620673e-43
4,recover,1.8404555429140972e-232
5,recover,7.476005710861562e-50
6,recover,2.3209904019031066e-5
7,recover,1.6542012785035392e-5
8,recover,2.8637045568485845e-6
9,recover,1.9177722893063107e-5
10,recover,1.0814461913551458e-263
1,shopping,6.071597733415234e-15
2,shopping,8.24000521145644e-56
3,shopping,5.512461516974293e-6
4,shopping,1.3239551944085163e-4
5,shopping,4.086622454427269e-49
6,shopping,0.00012388760687162111
7,shopping,5.293193662911814e-4
8,shopping,2.5351954632600864e-4
9,shopping,1.0863333934925933e-8
10,shopping,2.342661575986753e-52
1,bed,3.4704650615330487e-4
2,bed,6.908313664922552e-61
3,bed,1.4753459870567952e-4
4,bed,2.7103826713553976e-5
5,bed,4.60654737446953e-5
6,bed,5.780546664013027e-5
7,bed,1.0158467573249988e-19
8,bed,1.1524232669852295e-4
9,bed,3.293445025826943e-5
10,bed,2.251360040358738e-4
1,charge,4.060393276470532e-5
2,charge,6.216790693166421e-4
3,charge,1.7682746785356835e-5
4,charge,2.9569235717818223e-4
5,charge,0.0012345475665325753
6,charge,5.808178285716095e-5
7,charge,3.4668308298006753e-05
8,charge,4.2019962186577686e-5
9,charge,5.885384387573581e-4
10,charge,5.743003115292211e-6
1,embroidery,8.30468732719651e-4
2,embroidery,4.8856632434218955e-62
3,embroidery,4.77265610605656e-45
4,embroidery,2.8234314911606927e-38
5,embroidery,4.8242878579458113e-129
6,embroidery,5.226180486277902e-52
7,embroidery,1.2994329016521227e-19
8,embroidery,1.9734945923575784e-5
9,embroidery,5.858710364663021e-272
10,embroidery,1.082491300517515e-280
1,evening,2.0562240013215048e-4
2,evening,1.3931717594073373e-53
3,evening,1.4367952860861117e-4
4,evening,9.703549714718965e-16
5,evening,1.7978748971122797e-4
6,evening,5.148061683351599e-47
7,evening,1.0904449099106701e-4
8,evening,7.047266251314538e-7
9,evening,4.42581564443565e-5
10,evening,4.31206793507258e-5
1,fellowships,1.7730801284119729e-28
2,fellowships,4.975085203384265e-54
3,fellowships,2.5982438022435678e-281
4,fellowships,3.20518270008748e-51
5,fellowships,1.4469185399314519e-288
6,fellowships,1.823808526732669e-284
7,fellowships,5.502471003516838e-5
8,fellowships,2.99320366814601e-32
9,fellowships,5.3458624310687645e-281
10,fellowships,1.1029014568251693e-278
1,freely,4.9677759741104887e-23
2,freely,0.001994562995214098
3,freely,1.2732777790987073e-35
4,freely,6.624472471674593e-45
5,freely,1.5346029977560484e-74
6,freely,1.0986390952827534e-22
7,freely,5.006700267102955e-30
8,freely,8.547299904468425e-29
9,freely,2.2480652062533295e-133
10,freely,8.84658795883177e-56
1,gratitude,2.381380538990244e-15
2,gratitude,7.054904042675257e-58
3,gratitude,1.8644305134277427e-64
4,gratitude,3.007339506097882e-23
5,gratitude,8.726062283220052e-5
6,gratitude,4.3774434388278756e-5
7,gratitude,5.4488917974714564e-5
8,gratitude,3.601312950295724e-32
9,gratitude,4.0049487627513645e-31
10,gratitude,1.0795934647135925e-265
1,individuals,6.688169729963098e-15
2,individuals,3.3887500793963235e-57
3,individuals,8.576386532484081e-32
4,individuals,3.941229615371893e-9
5,individuals,9.815758463251355e-5
6,individuals,6.124524885062228e-4
7,individuals,0.0011592418124032379
8,individuals,5.013349119281187e-5
9,individuals,1.5505438226575682e-5
10,individuals,3.85600981371496e-5
1,range,3.922171915396425e-4
2,range,6.679308927217064e-51
3,range,0.0010949552892801143
4,range,0.0014308313042121108
5,range,9.738705096270558e-5
6,range,2.2850914921526677e-4
7,range,1.4182560734923196e-12
8,range,4.5778423658605314e-4
9,range,9.438388108468513e-5
10,range,5.225217783540576e-61
1,seat,2.7444062057777155e-4
2,seat,1.903662452586693e-67
3,seat,1.251509640672586e-273
4,seat,5.946546992245587e-5
5,seat,3.559453426414035e-5
6,seat,2.4423769796173494e-270
7,seat,6.569958197298803e-14
8,seat,3.796921394443267e-8
9,seat,9.215361839639241e-38
10,seat,3.707460417655945e-264
1,station,2.675598262783112e-7
2,station,1.2355393480146543e-48
3,station,1.2187343644420065e-5
4,station,1.2568918613982007e-4
5,station,3.728079812302561e-5
6,station,1.8360826022915095e-4
7,station,5.970627260969016e-5
8,station,1.3910576020105306e-4
9,station,5.9036892270804255e-5
10,station,7.359236730849954e-49
1,wide,5.3799369933873484e-9
2,wide,2.505192278611267e-59
3,wide,6.730710566972497e-4
4,wide,2.655330183688522e-10
5,wide,2.4479875492974855e-4
6,wide,1.2673155251361e-4
7,wide,9.099564416597596e-5
8,wide,7.087803231250493e-4
9,wide,2.098264180311337e-9
10,wide,4.503138119995206e-28
1,crown,3.261739650576515e-40
2,crown,2.3805667414022533e-243
3,crown,1.4537362420805213e-253
4,crown,1.3594066792630792e-8
5,crown,1.883819700525107e-136
6,crown,6.977689399351241e-269
7,crown,3.163877492890906e-4
8,crown,1.5695479736730742e-56
9,crown,2.0683006496588988e-67
10,crown,4.08414739148027e-278
1,exhibition,1.52329076017416e-15
2,exhibition,5.042043164310466e-72
3,exhibition,1.4620169777271633e-57
4,exhibition,3.092955969736205e-24
5,exhibition,3.560254321715276e-272
6,exhibition,1.5205434276958416e-58
7,exhibition,5.557572414665579e-5
8,exhibition,1.9677165291780658e-5
9,exhibition,8.960418949975676e-45
10,exhibition,4.331308524147252e-275
1,exhibitions,2.8603021871552895e-5
2,exhibitions,6.6730779486504425e-133
3,exhibitions,8.168741084519591e-265
4,exhibitions,2.5145137264465925e-36
5,exhibitions,1.114435778779359e-35
6,exhibitions,2.0880596235563177e-263
7,exhibitions,8.253706505275265e-5
8,exhibitions,1.274642803900426e-21
9,exhibitions,3.1833692870934403e-43
10,exhibitions,1.834483752905939e-275
1,finances,1.7749643845383034e-4
2,finances,6.252238056622128e-32
3,finances,4.965042577142697e-37
4,finances,4.520356495444857e-4
5,finances,1.2879070907388369e-6
6,finances,1.2304241936619221e-12
7,finances,2.7575662803144295e-5
8,finances,1.7696904142679303e-4
9,finances,1.0355510371260638e-4
10,finances,3.6927414520435126e-82
1,funded,1.2671363510835719e-4
2,funded,3.342758461464215e-55
3,funded,3.2780545193387036e-35
4,funded,3.348061354685638e-4
5,funded,6.383329059071158e-45
6,funded,5.260741376279901e-5
7,funded,9.5097861977739e-5
8,funded,1.2449583809306112e-4
9,funded,5.348242612895506e-64
10,funded,2.6324409784649703e-62
1,golden,1.0624321008616882e-15
2,golden,1.313059380385178e-4
3,golden,4.199031402814462e-4
4,golden,5.225537848796464e-4
5,golden,5.173517231220262e-5
6,golden,3.292643030201969e-47
7,golden,2.001202762750153e-4
8,golden,7.345186418739538e-22
9,golden,8.585270517458053e-61
10,golden,1.1192983590954958e-16
1,guest,4.551691786300468e-19
2,guest,3.6623446099410454e-278
3,guest,4.609768711914877e-43
4,guest,2.7534408886903404e-30
5,guest,1.3009601925675132e-48
6,guest,2.6948274154270167e-254
7,guest,3.957695108424021e-5
8,guest,2.1313876298127304e-5
9,guest,1.676862309035668e-22
10,guest,3.0818927248040894e-270
1,joyces,1.3317933426644973e-37
2,joyces,2.0686441524964768e-78
3,joyces,6.5978939929329184e-282
4,joyces,1.1961941766796993e-21
5,joyces,4.121440963323848e-50
6,joyces,1.0694034150320713e-260
7,joyces,6.878087652247724e-5
8,joyces,8.043796781430532e-12
9,joyces,2.2094994218160583e-43
10,joyces,2.0591072762849826e-61
1,jua,7.901879868701178e-23
2,jua,7.020213708367918e-49
3,jua,1.6605378466800015e-259
4,jua,3.578112457304002e-30
5,jua,7.552943371903944e-272
6,jua,1.2731792935745603e-22
7,jua,5.644058100747722e-5
8,jua,3.912527908174189e-5
9,jua,2.48798499848118e-45
10,jua,1.0512371461108215e-65
1,kali,7.206705044320966e-23
2,kali,1.297477258679958e-47
3,kali,7.154233728535393e-259
4,kali,1.6577584654401735e-29
5,kali,2.221298686438739e-271
6,kali,2.760575590049179e-22
7,kali,5.6440592223692e-5
8,kali,3.9125270895824336e-5
9,kali,1.6684867322473145e-46
10,kali,7.726491928465593e-65
1,lenders,1.3406630476155478e-8
2,lenders,7.650417598311047e-5
3,lenders,1.2996321386748972e-4
4,lenders,2.0114587537995812e-4
5,lenders,9.354096529743566e-4
6,lenders,3.775231093078262e-4
7,lenders,1.4440506196252873e-14
8,lenders,0.00308016022181208
9,lenders,3.47486833128691e-5
10,lenders,8.094658993079078e-4
1,mentored,4.467184025661392e-29
2,mentored,1.882201812589453e-274
3,mentored,5.004040798463252e-66
4,mentored,1.0175752650924078e-43
5,mentored,8.700709286735121e-249
6,mentored,7.283232033761673e-156
7,mentored,1.6507412988372774e-4
8,mentored,1.618595322740679e-13
9,mentored,8.689843256531114e-52
10,mentored,2.130263045698286e-271
1,participating,1.5025655150196319e-264
2,participating,3.297089671724465e-254
3,participating,1.5590743554110488e-27
4,participating,3.1584367064210074e-12
5,participating,3.534205029185362e-5
6,participating,1.4723173635054185e-4
7,participating,3.4259027952818755e-5
8,participating,5.115738482079612e-6
9,participating,1.8439051386213616e-27
10,participating,1.0934205641929232e-210
1,step,3.865647199802204e-8
2,step,1.5391029495091003e-5
3,step,3.414808153180843e-4
4,step,0.0020045034470932907
5,step,4.5834750546402215e-4
6,step,1.7602006128194494e-4
7,step,1.087206698405606e-4
8,step,1.5688946809830177e-5
9,step,4.686813008024866e-13
10,step,2.851629441420268e-55
1,story,2.704742653349162e-4
2,story,1.749801057773946e-61
3,story,1.3009333009789748e-6
4,story,4.5133464534700767e-4
5,story,8.434572240546672e-15
6,story,7.304076091237754e-4
7,story,4.2195494038857393e-17
8,story,1.0055053966723233e-6
9,story,1.6629700102133957e-4
10,story,4.373549465664312e-41
1,uganda,1.932581498030619e-24
2,uganda,5.688594024816043e-63
3,uganda,1.0979384589218061e-67
4,uganda,1.538934839273535e-28
5,uganda,1.2838900518636303e-56
6,uganda,3.2772029784466243e-54
7,uganda,1.0651932423149095e-4
8,uganda,7.756298511537192e-4
9,uganda,1.731797870168231e-45
10,uganda,7.178804187050786e-269
1,believer,1.3200872991443326e-5
2,believer,3.612578966182463e-265
3,believer,2.349537413859863e-273
4,believer,8.59480142598629e-25
5,believer,1.8929045517107294e-53
6,believer,2.106035678552621e-5
7,believer,3.491977843470045e-5
8,believer,6.266536583407868e-36
9,believer,4.390090212702308e-279
10,believer,5.63180467000405e-61
1,blessings,1.0306937934544186e-4
2,blessings,3.180144129026361e-48
3,blessings,2.4079623703277035e-270
4,blessings,9.32218853064619e-37
5,blessings,1.1402035467471505e-48
6,blessings,1.4760151381129509e-5
7,blessings,2.3326436467894823e-5
8,blessings,3.495820642753517e-29
9,blessings,1.028910746723467e-69
10,blessings,2.371052157850242e-227
1,dedication,4.768345552271539e-20
2,dedication,1.869367285157631e-5
3,dedication,6.267507786393745e-39
4,dedication,1.236524155631057e-4
5,dedication,6.878609222755688e-33
6,dedication,4.20591750867415e-5
7,dedication,1.358852414148317e-4
8,dedication,8.327520955823886e-38
9,dedication,3.2878588029340377e-4
10,dedication,3.798311951895054e-5
1,hungry,7.749143637375423e-12
2,hungry,9.33046200866825e-65
3,hungry,2.1165729157625e-26
4,hungry,1.5641593674771502e-7
5,hungry,5.426717812196632e-5
6,hungry,1.8630425169111108e-32
7,hungry,1.2543001600446985e-4
8,hungry,3.8084541015037034e-5
9,hungry,5.543426504749862e-32
10,hungry,1.3466380674875101e-255
1,intending,1.8917456375110435e-4
2,intending,3.988945419247359e-61
3,intending,5.013202165156577e-10
4,intending,6.055276312836559e-9
5,intending,1.0277511327620245e-49
6,intending,2.3350673050152947e-260
7,intending,5.0947344038259034e-5
8,intending,5.7049709359476814e-5
9,intending,3.438392784350692e-20
10,intending,1.41832794119807e-261
1,seminars,5.159640537613901e-5
2,seminars,4.155469499121217e-43
3,seminars,5.625504375189503e-224
4,seminars,2.734239343410887e-17
5,seminars,3.509926164364317e-5
6,seminars,1.2293484786299233e-29
7,seminars,1.7040007500124384e-4
8,seminars,4.832785795735232e-5
9,seminars,2.2773782484046984e-18
10,seminars,2.6493663007959886e-235
1,visit,8.884166210840955e-20
2,visit,5.854300813290471e-4
3,visit,0.0020828610764935633
4,visit,8.73144016734379e-12
5,visit,0.011458485918749354
6,visit,3.3239952063765048e-9
7,visit,7.22423340884809e-25
8,visit,5.138544946749514e-30
9,visit,4.8029733989602716e-27
10,visit,3.577186707136425e-14
1,deal,4.195166124550606e-4
2,deal,1.6734308878545753e-5
3,deal,1.3029593892983977e-4
4,deal,2.7163282055143816e-4
5,deal,1.7051973684141067e-4
6,deal,6.335860402325683e-5
7,deal,7.770798976214078e-5
8,deal,2.009192852329693e-4
9,deal,6.954111186258123e-5
10,deal,3.907270286891896e-144
1,discuss,6.642605975053707e-5
2,discuss,8.772710905494825e-52
3,discuss,5.058187555472017e-273
4,discuss,1.1830397106901707e-24
5,discuss,2.8118885556793285e-279
6,discuss,1.3093224453967105e-75
7,discuss,2.3078132031690937e-5
8,discuss,5.529770866809382e-15
9,discuss,2.5361516027242476e-277
10,discuss,2.466552629275522e-274
1,effectively,3.0352179045351233e-4
2,effectively,0.001220384057524812
3,effectively,2.304154433935437e-12
4,effectively,5.8386173104662e-5
5,effectively,1.8822567204517196e-34
6,effectively,8.867925800933571e-5
7,effectively,1.0008039652945477e-8
8,effectively,8.989482089245955e-5
9,effectively,2.0107129356837277e-55
10,effectively,1.3688091327513991e-42
1,kibera,9.198184316827193e-4
2,kibera,1.14017805950578e-59
3,kibera,7.083529682636351e-51
4,kibera,7.341402552601291e-7
5,kibera,1.3726396700146624e-38
6,kibera,7.033219677896554e-42
7,kibera,7.864262688039834e-21
8,kibera,9.921679853343564e-4
9,kibera,2.0817196182530458e-51
10,kibera,3.510356687330995e-83
1,owing,1.1270020906678967e-4
2,owing,1.6073445296680036e-5
3,owing,1.3045047366349894e-208
4,owing,1.3743369848441134e-173
5,owing,2.4051160646086677e-9
6,owing,3.542521231729843e-7
7,owing,3.665679255344461e-29
8,owing,2.051726029570359e-5
9,owing,1.0128274165383455e-264
10,owing,5.760578343056782e-259
1,prevalent,5.481046591463989e-5
2,prevalent,2.3586830343234393e-20
3,prevalent,7.108714021641683e-266
4,prevalent,6.701749963837551e-5
5,prevalent,3.091180628563988e-5
6,prevalent,1.5212064583452648e-13
7,prevalent,8.194490880316766e-27
8,prevalent,7.824055107392182e-34
9,prevalent,1.0519723718729744e-5
10,prevalent,1.3985843625884302e-32
1,privileged,7.535398442179695e-5
2,privileged,4.835915491352203e-51
3,privileged,1.0755794998712001e-274
4,privileged,1.2935357916735655e-8
5,privileged,3.158933067891994e-20
6,privileged,2.9809641083581788e-5
7,privileged,1.6847163307927942e-24
8,privileged,1.3020199925653447e-11
9,privileged,1.2916580037269005e-5
10,privileged,1.2425432989679775e-46
1,pupils,3.718392843290035e-4
2,pupils,2.9100685630264666e-246
3,pupils,5.64060315413083e-18
4,pupils,6.162481532278426e-201
5,pupils,3.416028676872057e-131
6,pupils,4.601233033260848e-261
7,pupils,5.65348015588058e-16
8,pupils,1.4089508756898215e-31
9,pupils,2.604971038950803e-275
10,pupils,4.2854170950773935e-274
1,understand,6.80648327742024e-5
2,understand,1.985341940859457e-52
3,understand,2.5207238649111505e-29
4,understand,2.8447999247139258e-92
5,understand,6.622547801922839e-5
6,understand,8.145832573638962e-5
7,understand,1.4304257458336469e-5
8,understand,9.517676457859665e-6
9,understand,1.374849523606913e-27
10,understand,1.2353996279008561e-232
1,volunteers,1.140385650079878e-4
2,volunteers,1.783919261380798e-53
3,volunteers,5.161249199148183e-28
4,volunteers,4.779770318916168e-255
5,volunteers,1.5743142667464253e-5
6,volunteers,1.2801538532734808e-20
7,volunteers,1.0410764447840313e-25
8,volunteers,3.326854825551765e-5
9,volunteers,1.0613598611186613e-4
10,volunteers,4.585966398490934e-50
1,alices,4.256518759669969e-30
