topic,term,beta
7,childs,2.1321939408094707e-5
8,childs,2.9690078483e-313
9,childs,7.65222007730024e-5
10,childs,1.345756656998945e-4
11,childs,4.938317867555839e-17
12,childs,1.2434271235786925e-75
1,conditions,1.503230510000264e-4
2,conditions,3.4754559804730845e-4
3,conditions,3.7762530352278935e-6
4,conditions,8.835779605669593e-14
5,conditions,1.8611469958585045e-12
6,conditions,1.4387785145130236e-4
7,conditions,3.0016903770087224e-4
8,conditions,2.110804359572432e-4
9,conditions,0.0030786181571749675
10,conditions,1.2126525391357559e-4
11,conditions,0.001632454244477325
12,conditions,1.773403857988652e-5
1,friday,9.480338971258768e-9
2,friday,8.020890584669427e-45
3,friday,3.720075976020836e-44
4,friday,2.423538786567259e-4
5,friday,6.846614718849237e-5
6,friday,4.814508855423373e-26
7,friday,1.9205439541545864e-4
8,friday,6.349071820898985e-54
9,friday,7.950206999273818e-61
10,friday,7.905684941836e-43
11,friday,9.069859039761328e-32
12,friday,1.911195672022155e-69
1,fridays,9.739961049325113e-20
2,fridays,8.372980508952224e-45
3,fridays,0
4,fridays,9.507351291493462e-5
5,fridays,1.3214300280090882e-4
6,fridays,9.453985871726342e-20
7,fridays,9.865275909252551e-5
8,fridays,2.796297191716487e-53
9,fridays,7.199095e-318
10,fridays,1.9096266020191517e-31
11,fridays,1.8472660052018946e-13
12,fridays,3.4352772764280744e-69
1,grandson,9.33939276611934e-13
2,grandson,1.398009232429011e-58
3,grandson,1.912997104168717e-48
4,grandson,9.253830763733388e-258
5,grandson,7.610957328779087e-5
6,grandson,3.4945145458056316e-4
7,grandson,8.282761829861901e-33
8,grandson,3.889158736651586e-5
9,grandson,1.0227696411410885e-5
10,grandson,2.6583950913122995e-49
11,grandson,5.730546431338975e-11
12,grandson,1.544866469520777e-61
1,interviewed,3.541619137333688e-5
2,interviewed,3.551668825663521e-123
3,interviewed,2.7396366831696025e-291
4,interviewed,1.0743078096029174e-287
5,interviewed,1.839051354789855e-7
6,interviewed,5.707514463056679e-16
7,interviewed,1.7401134950583188e-7
8,interviewed,6.860082040958934e-5
9,interviewed,6.915629417637332e-52
10,interviewed,3.705262555071117e-20
11,interviewed,2.886187097783199e-35
12,interviewed,2.432364930999494e-60
1,introduction,3.7023704534450787e-5
2,introduction,8.99328698399999e-25
3,introduction,0
4,introduction,0
5,introduction,9.976492215269953e-5
6,introduction,7.356024254531102e-5
7,introduction,1.8065655581016262e-8
8,introduction,6.554668027562929e-60
9,introduction,4.9722655102227566e-60
10,introduction,1.904716323376478e-285
11,introduction,9.677939711490553e-56
12,introduction,1.83e-322
1,mud,1.598101959442427e-33
2,mud,7.290174664935664e-5
3,mud,2.1387687466885214e-9
4,mud,3.720075976020836e-44
5,mud,2.3319800590562077e-4
6,mud,3.720075976020836e-44
7,mud,1.4896825843297152e-51
8,mud,2.0639219262894577e-64
9,mud,2.8181885236804623e-60
10,mud,3.784947677244383e-15
11,mud,2.617260096372941e-19
12,mud,2.6838460675660045e-273
1,pave,3.5497138296436154e-5
2,pave,1.895832697564989e-60
3,pave,3.720075976020836e-44
4,pave,5.179336496492628e-60
5,pave,1.577771392903236e-22
6,pave,1.0984297579860696e-156
7,pave,2.763023718013025e-5
8,pave,2.502635825605481e-60
9,pave,5.0946693609154426e-51
10,pave,2.0597898467521178e-60
11,pave,1.3508582684180042e-37
12,pave,3.5179289550875055e-65
1,sheet,6.997089460698396e-5
2,sheet,3.1141062353030644e-25
3,sheet,3.436160562866851e-17
4,sheet,3.720075976020836e-44
5,sheet,1.2572715698701743e-17
6,sheet,4.181000890618131e-5
7,sheet,8.233741560708356e-5
8,sheet,2.1957468819005888e-5
9,sheet,1.1469332275027684e-17
10,sheet,1.0376562444114002e-7
11,sheet,1.95864024014158e-12
12,sheet,8.438075085096146e-65
1,strength,5.185511398412037e-5
2,strength,3.076787833638975e-5
3,strength,1.2911737976108355e-39
4,strength,9.17787646855407e-302
5,strength,2.7260428995818914e-17
6,strength,8.596866025788474e-34
7,strength,7.83899058132638e-5
8,strength,5.017888039851306e-5
9,strength,2.3893899965423666e-5
10,strength,2.041788069960071e-5
11,strength,1.1183380950261126e-40
12,strength,1.0436355105315208e-88
1,61,8.634613895961448e-5
2,61,1.0788389366096302e-127
3,61,6.408780317818471e-29
4,61,2.490295222335517e-46
5,61,7.923176871082559e-137
6,61,3.720075976020836e-44
7,61,5.7124164771547525e-5
8,61,3.086698202206723e-9
9,61,2.1228507487809848e-47
10,61,1.4983951846165544e-23
11,61,2.7354515182352103e-39
12,61,3.720075976020836e-44
1,ample,8.499046414128383e-6
2,ample,3.227430723598265e-58
3,ample,4.4205895907833556e-38
4,ample,3.720075976020836e-44
5,ample,8.54445453857329e-27
6,ample,2.9970882893103767e-4
7,ample,1.8890512431307618e-27
8,ample,8.264661645226081e-6
9,ample,1.4076849053967777e-29
10,ample,2.683365016671625e-9
11,ample,4.360968569719739e-5
12,ample,1.835219306326897e-66
1,cake,6.593164972725635e-5
2,cake,2.1815345014589623e-28
3,cake,8.112977648538967e-56
4,cake,1.10462668668707e-53
5,cake,6.965471978467747e-34
6,cake,1.9604103748213295e-4
7,cake,1.579833645202387e-27
8,cake,5.67503193025584e-5
9,cake,7.78694081895714e-5
10,cake,3.3459830110898606e-7
11,cake,4.390582855944156e-40
12,cake,1.3138951018822067e-79
1,collects,3.368396638602372e-5
2,collects,5.638305291056041e-5
3,collects,3.8371825122390823e-295
4,collects,1.0585751999210256e-4
5,collects,9.579806586757617e-5
6,collects,6.656958959275433e-5
7,collects,7.216424958850035e-5
8,collects,9.63077133957316e-39
9,collects,3.563851036020074e-28
10,collects,1.642984452350119e-25
11,collects,1.740413266607398e-5
12,collects,3.992179303757087e-54
1,loaned,6.454521064272232e-11
2,loaned,8.394478095557032e-5
3,loaned,5.342672221761903e-5
4,loaned,2.0526146502867042e-4
5,loaned,1.407586759420168e-4
6,loaned,2.654147089678928e-27
7,loaned,3.502864729457419e-4
8,loaned,2.1112760328095164e-54
9,loaned,2.540945764211182e-33
10,loaned,5.068892296795986e-16
11,loaned,3.08435762039384e-4
12,loaned,1.279705896691757e-78
1,polythene,3.9455052768639767e-5
2,polythene,6.616992300022795e-44
3,polythene,4.620925338422584e-22
4,polythene,6.436432715922006e-60
5,polythene,7.329003158236207e-8
6,polythene,3.82776554513271e-107
7,polythene,1.1683451489995286e-55
8,polythene,1.8684293829137922e-230
9,polythene,0
10,polythene,1.8479444100186166e-4
11,polythene,6.468315625814439e-14
12,polythene,3.720075976020836e-44
1,prefect,1.2423998403752657e-4
2,prefect,4.8625512431417874e-77
3,prefect,1.7087492178379702e-31
4,prefect,3.630601969931914e-76
5,prefect,2.9472568409594942e-52
6,prefect,2.2442572813872452e-60
7,prefect,3.069411280581398e-77
8,prefect,1.4009817034689115e-60
9,prefect,4.8703343871780965e-77
10,prefect,5.0012410540580515e-50
11,prefect,1.4928361571763166e-61
12,prefect,9.94078105522805e-61
1,register,8.690284615782674e-5
2,register,4.764666507194553e-303
3,register,4.914953045783458e-20
4,register,1.3361250083417682e-302
5,register,2.2599106726469946e-32
6,register,4.7789801599963654e-39
7,register,9.670583013045589e-5
8,register,8.35e-322
9,register,6.028195131956e-311
10,register,2.551915278711469e-34
11,register,4.550827299942083e-5
12,register,6.873053401392975e-67
1,seriousness,8.874284574109032e-5
2,seriousness,1.486560783738506e-76
3,seriousness,3.893e-321
4,seriousness,5.06944700596496e-60
5,seriousness,1.9422883704331682e-50
6,seriousness,9.196926969753388e-43
7,seriousness,9.383688131461067e-77
8,seriousness,2.477013467566347e-65
9,seriousness,1.7424353979266415e-5
10,seriousness,5.452265963035258e-74
11,seriousness,3.633018959986372e-55
12,seriousness,1.3044253810213366e-76
1,sleep,3.9805567017927534e-5
2,sleep,6.702441577430126e-261
3,sleep,4.5573141427999986e-21
4,sleep,7.331240534780077e-41
5,sleep,6.198209644757145e-19
6,sleep,8.770679235060558e-5
7,sleep,1.2619199129510864e-37
8,sleep,9.262739032413299e-5
9,sleep,4.1474173477735855e-5
10,sleep,1.816329271036068e-5
11,sleep,3.177259670580062e-14
12,sleep,5.4405742743671815e-71
1,steadily,1.1977563792976775e-4
2,steadily,3.245951230060718e-4
3,steadily,4.6033662144076664e-38
4,steadily,6.39989318017659e-74
5,steadily,1.7447813742466677e-25
6,steadily,1.895072911742913e-7
7,steadily,4.8408763620317405e-5
8,steadily,1.2213402133063366e-4
9,steadily,3.769658580083881e-52
10,steadily,3.675750757768755e-5
11,steadily,1.7872715491545434e-5
12,steadily,4.0677935898236296e-52
1,vendors,2.414217679962053e-4
2,vendors,2.840578306095644e-4
3,vendors,3.1169766413727034e-9
4,vendors,1.0730780465208991e-265
5,vendors,1.9517284713328032e-4
6,vendors,2.536608759642988e-4
7,vendors,1.5086652516821828e-5
8,vendors,1.469331510143256e-5
9,vendors,1.6551691548771558e-7
10,vendors,5.24386056404397e-4
11,vendors,1.2781493502684701e-14
12,vendors,6.0447857995139625e-58
1,attributes,2.24776947973771e-35
2,attributes,4.6195394912863444e-77
3,attributes,0.001366372992832189
4,attributes,3.449158340665865e-76
5,attributes,2.0463174403256083e-60
6,attributes,2.1988977502498118e-60
7,attributes,2.9160138200323522e-77
8,attributes,6.781591918248713e-124
9,attributes,1.1644682454934301e-43
10,attributes,2.2371697277036466e-85
11,attributes,7.187251598414362e-26
12,attributes,2.554215402276962e-120
1,respected,8.602051733172017e-5
2,respected,2.0379114494319653e-10
3,respected,2.496538996472316e-4
4,respected,3.720075976020836e-44
5,respected,3.0243166436385145e-4
6,respected,2.8031780784907584e-5
7,respected,3.721317155210901e-22
8,respected,2.3246976738094086e-5
9,respected,7.402711780229354e-5
10,respected,3.132483523208012e-9
11,respected,2.0347607325956555e-17
12,respected,6.626986870805692e-51
1,upgrade,4.277178494471979e-5
2,upgrade,2.550392450309401e-5
3,upgrade,6.016538530208186e-9
4,upgrade,2.964231799946934e-280
5,upgrade,0
6,upgrade,2.7919698154876004e-24
7,upgrade,4.380473042920297e-29
8,upgrade,4.593916221654901e-5
9,upgrade,5.686392245211548e-47
10,upgrade,2.841636198609344e-5
11,upgrade,2.513984181599542e-4
12,upgrade,1.0017510103311665e-275
1,engages,6.406194386668894e-5
2,engages,2.8568212870104465e-222
3,engages,8.984215448740339e-36
4,engages,7.468279807884497e-60
5,engages,0
6,engages,1.986753087965833e-36
7,engages,5.229384169720025e-35
8,engages,2.2384265672959323e-20
9,engages,4.2107897427923034e-36
10,engages,4.519418940531285e-5
11,engages,4.037738163642335e-21
12,engages,4.997571718314084e-60
1,noticed,2.3968020912981624e-5
2,noticed,2.856854095470177e-4
3,noticed,6.061627478534759e-15
4,noticed,3.3539244457320033e-20
5,noticed,1.4020727827877192e-43
6,noticed,7.061459800507054e-9
7,noticed,1.505399543642597e-4
8,noticed,5.2189271161191894e-5
9,noticed,1.0309109779606547e-38
10,noticed,1.5847123242222738e-22
11,noticed,1.7440495062504783e-4
12,noticed,5.35919718683677e-77
1,tubes,1.8579550172735656e-7
2,tubes,1.1983056657467168e-253
3,tubes,3.720075976020836e-44
4,tubes,4.753675645746731e-5
5,tubes,1.3987200235047175e-9
6,tubes,2.526015138587052e-13
7,tubes,5.511524185304813e-5
8,tubes,3.720075976020836e-44
9,tubes,6.145318962578045e-11
10,tubes,1.5116536004443498e-55
11,tubes,2.1632797156242606e-5
12,tubes,7.236117207694801e-60
1,jennifer,3.605738812264898e-6
2,jennifer,2.653322773031835e-62
3,jennifer,2.281920887061832e-37
4,jennifer,1.4214653891246292e-4
5,jennifer,5.768224207439878e-42
6,jennifer,4.0010070717668454e-5
7,jennifer,8.974250955230807e-4
8,jennifer,2.9414933215631764e-51
9,jennifer,1.2171179590389545e-57
10,jennifer,5.2168034053736135e-5
11,jennifer,1.57329408628449e-30
12,jennifer,1.9783455114059597e-9
1,shares,9.444518384048198e-4
2,shares,1.4755643213582887e-50
3,shares,3.096704195021694e-44
4,shares,5.714269116790843e-95
5,shares,6.70419791583953e-5
6,shares,0.0022382362139230306
7,shares,1.0714863544110878e-34
8,shares,2.4193866122056693e-18
9,shares,5.767498833053152e-49
10,shares,7.275032662262077e-35
11,shares,2.4750099935404053e-49
12,shares,1.6599849124547205e-53
1,world,3.40282946283416e-4
2,world,4.828167223296044e-5
3,world,1.8933377862946597e-26
4,world,1.3159557311073763e-51
5,world,2.9979950957174006e-4
6,world,1.4178577763068477e-4
7,world,1.010892069465622e-8
8,world,3.135756092221901e-4
9,world,1.8476658617626134e-4
10,world,1.0622985527865586e-6
11,world,2.408066853108725e-4
12,world,3.797177097670731e-48
1,0.25,5.4666196523539414e-5
2,0.25,8.996030948416815e-77
3,0.25,3.9110887824518835e-60
4,0.25,3.945989712449164e-60
5,0.25,2.9108492156797742e-22
6,0.25,3.0543560203779526e-60
7,0.25,5.415479508455041e-5
8,0.25,1.5688386257943704e-76
9,0.25,9.01043026284906e-77
10,0.25,1.0638472822973291e-76
11,0.25,1.3863283421093795e-76
12,0.25,2.7979443227406e-49
1,mill,5.836451632674913e-16
2,mill,2.2963134586647833e-88
3,mill,4.39904992963388e-28
4,mill,5.845927777552895e-60
5,mill,0.0014724131275201274
6,mill,3.975285055169979e-45
7,mill,4.5838004133140884e-30
8,mill,1.4746690009312145e-38
9,mill,4.0199800798333894e-35
10,mill,2.1153978157466818e-18
11,mill,4.727072541096299e-17
12,mill,3.2928213507141694e-58
1,lots,1.9000087205569552e-5
2,lots,6.729057304877663e-59
3,lots,2.6687069292347428e-8
4,lots,6.832158243029526e-193
5,lots,9.747367588814887e-14
6,lots,2.0103261830534437e-27
7,lots,2.1987707019729518e-4
8,lots,1.2539915319153002e-30
9,lots,6.61916399281328e-4
10,lots,3.828717395114092e-5
11,lots,6.480689167805777e-25
12,lots,8.850503832518774e-61
1,pepper,5.2523708223814655e-5
2,pepper,2.766543335177032e-60
3,pepper,1.6163869173345518e-15
4,pepper,7.125174339308028e-296
5,pepper,6.987727855914562e-5
6,pepper,3.679537678830427e-5
7,pepper,2.1965276144131802e-60
8,pepper,3.652036634125496e-60
9,pepper,2.770376123038461e-60
10,pepper,9.452535895748448e-5
11,pepper,2.24815232418581e-32
12,pepper,3.906069307454718e-67
1,benefitted,2.592203065203914e-4
2,benefitted,3.574631152962899e-27
3,benefitted,1.54255711339572e-36
4,benefitted,8.408857129170744e-40
5,benefitted,3.868431648826221e-15
6,benefitted,1.2318285364074166e-27
7,benefitted,2.1012128410695913e-5
8,benefitted,2.0073346784276604e-5
9,benefitted,1.5046486191838004e-45
10,benefitted,1.501626574140612e-44
11,benefitted,4.5285206430895735e-52
12,benefitted,8.48628414847504e-56
1,pentecostal,1.0649141386047357e-4
2,pentecostal,1.4458068574666165e-76
3,pentecostal,2.7312008127221052e-12
4,pentecostal,5.001324765475152e-60
5,pentecostal,6.848433151262007e-5
6,pentecostal,6.68237162801631e-269
7,pentecostal,1.453483575482772e-60
8,pentecostal,2.4166212297692784e-60
9,pentecostal,1.4481210588875686e-76
10,pentecostal,7.35978856793204e-36
11,pentecostal,1.3716316407816066e-26
12,pentecostal,1.2624583954429896e-73
1,photocopy,3.222914185176854e-9
2,photocopy,4.174058299184699e-18
3,photocopy,5.802744654819572e-33
4,photocopy,5.7569885e-316
5,photocopy,3.720075976020836e-44
6,photocopy,8.449899187277588e-15
7,photocopy,8.829177482474004e-5
8,photocopy,1.446440767943307e-272
9,photocopy,7.976643768385276e-43
10,photocopy,4.946881701376227e-32
11,photocopy,9.97026486689855e-5
12,photocopy,4.960434987e-314
1,afternoons,3.162471313244886e-5
2,afternoons,4.234922142667814e-66
3,afternoons,4.354076940791395e-49
4,afternoons,3.720075976020836e-44
5,afternoons,3.9304646284475785e-34
6,afternoons,7.463610632309053e-149
7,afternoons,2.9313170592168495e-4
8,afternoons,8.812939866702186e-38
9,afternoons,1.8249697204804532e-62
10,afternoons,8.031591717000362e-15
11,afternoons,3.7821618031837414e-26
12,afternoons,1.2257429031914908e-47
1,chores,7.398049871244342e-13
2,chores,2.094844161265202e-43
3,chores,2.4427344066928044e-23
4,chores,0
5,chores,1.1491023535715898e-4
6,chores,3.3805552787302256e-28
7,chores,6.005637823367541e-4
8,chores,1.424836861682012e-45
9,chores,2.766484029718367e-53
10,chores,2.2169968622321434e-5
11,chores,3.975248083902683e-27
12,chores,1.8295821446781496e-57
1,sunday,1.9812142482388017e-4
2,sunday,1.7117111297459712e-7
3,sunday,5.593681238747803e-25
4,sunday,1.6111013647350967e-4
5,sunday,4.6545455943703063e-4
6,sunday,2.8981402451503258e-5
7,sunday,3.6053963525080384e-4
8,sunday,1.5276060705512238e-9
9,sunday,5.963022208602243e-5
10,sunday,4.421305209353696e-37
11,sunday,3.326890642307006e-5
12,sunday,8.064404152180998e-63
1,undertake,1.0604494535382275e-4
2,undertake,1.708350853878426e-28
3,undertake,3.764480027489888e-20
4,undertake,0
5,undertake,3.1214664586664595e-22
6,undertake,5.16788439012903e-19
7,undertake,8.45994295397806e-5
8,undertake,3.0072857029718678e-9
9,undertake,3.704726674908161e-11
10,undertake,5.484502815161502e-5
11,undertake,5.6830759390211996e-9
12,undertake,1.933154955492485e-65
1,word,8.084378638568881e-5
2,word,2.1210585351692915e-4
3,word,3.7566721638395057e-4
4,word,1.1470459895809391e-86
5,word,6.536809047765568e-5
6,word,1.5396003636787727e-4
7,word,1.676156537309696e-11
8,word,1.1932646096496883e-28
9,word,1.1762777313859756e-7
10,word,6.828581503234727e-19
11,word,4.720446020826851e-5
12,word,7.542342788253043e-59
1,dont,2.8105154483681446e-24
2,dont,2.7680156444371296e-15
3,dont,5.1061724901017845e-5
4,dont,3.4962333052315363e-258
5,dont,6.053839441120688e-4
6,dont,5.241768178692148e-4
7,dont,1.8855767316890855e-5
8,dont,5.221623237936074e-7
9,dont,2.570155622506973e-4
10,dont,1.3983881625917747e-10
11,dont,1.845452644506437e-5
12,dont,5.2787758241771305e-51
1,economically,1.0047072151856617e-16
2,economically,3.868945323706351e-69
3,economically,2.8412669455991624e-17
4,economically,1.5930211526871915e-257
5,economically,4.97449353997799e-4
6,economically,2.184854451769542e-18
7,economically,6.082345361961834e-16
8,economically,1.3662302549162693e-4
9,economically,6.014004883808106e-7
10,economically,2.094584052410843e-34
11,economically,0.001113874786086785
12,economically,2.0512007096175883e-44
1,huruma,1.5015858440915623e-9
2,huruma,1.4440590321622712e-87
3,huruma,2.5927215375226208e-27
4,huruma,4.944733981281633e-60
5,huruma,8.48246652495958e-14
6,huruma,3.827424576664292e-60
7,huruma,4.317261840818452e-196
8,huruma,1.0431245205655335e-75
9,huruma,1.4277979159782827e-76
10,huruma,1.2746879595530895e-21
11,huruma,2.3795893846109497e-4
12,huruma,1.6953310138530476e-60
1,manages,4.122502506525784e-4
2,manages,1.8407287852778198e-4
3,manages,7.26798400800879e-4
4,manages,5.132860134060678e-59
5,manages,5.484877375700336e-14
6,manages,3.0690178998142136e-4
7,manages,1.0919814614661164e-4
8,manages,9.128316364092643e-5
9,manages,1.5515257973277073e-6
10,manages,5.011661921136733e-5
11,manages,6.0772460093182364e-5
12,manages,1.4551881370871365e-71
1,province,3.7826359469753944e-5
2,province,1.1053402978982787e-4
3,province,5.134028328226647e-4
4,province,1.2991949903286378e-41
5,province,4.585717770622271e-4
6,province,0.0012958593075389447
7,province,2.1312332220556197e-4
8,province,7.568749888744562e-4
9,province,4.4430788931496966e-4
10,province,3.07028838899726e-6
11,province,2.550342487937752e-4
12,province,0.0031811084136779636
1,pumpkins,6.539791800016757e-5
2,pumpkins,2.803406836552306e-60
3,pumpkins,1.472810344142221e-31
4,pumpkins,7.658791496591171e-60
5,pumpkins,5.291319438160135e-35
6,pumpkins,3.720075976020836e-44
7,pumpkins,6.841096442826855e-58
8,pumpkins,3.7006991133210383e-60
9,pumpkins,1.4684798178068107e-35
10,pumpkins,1.0048637812936899e-4
11,pumpkins,2.4859132030266806e-25
12,pumpkins,2.625861533073609e-60
1,require,3.958453562903485e-5
2,require,3.352425215926775e-5
3,require,3.563963339606562e-5
4,require,2.977572302197446e-269
5,require,4.372616288266362e-22
6,require,6.920718772025008e-40
7,require,1.281024598840012e-9
8,require,2.3950333481433416e-5
9,require,4.010509042038706e-26
10,require,1.5880400399255332e-4
11,require,3.162851283717691e-4
12,require,1.6675375112427226e-5
1,ripe,1.3546286868046348e-4
2,ripe,4.297881830275557e-60
3,ripe,3.025651067673453e-5
4,ripe,1.865846424976161e-212
5,ripe,8.09549143306696e-29
6,ripe,5.760884737316568e-30
7,ripe,2.203662346640561e-62
8,ripe,1.4102665291841325e-46
9,ripe,3.051868164301514e-4
10,ripe,9.850582407622046e-5
11,ripe,8.630557255949484e-48
12,ripe,1.6838930093877954e-85
1,sellers,1.2428296842467818e-30
2,sellers,5.497893948144285e-5
3,sellers,5.957055434476127e-23
4,sellers,3.720075976020836e-44
5,sellers,1.5146320233613234e-4
6,sellers,5.093089378055096e-262
7,sellers,3.0198881088486965e-136
8,sellers,9.252654009285471e-19
9,sellers,9.572035071207847e-169
10,sellers,1.402196876176982e-4
11,sellers,1.461049432761156e-21
12,sellers,2.0647714935931123e-59
1,sweet,3.277696188983951e-4
2,sweet,3.217818211017662e-53
3,sweet,6.357591186995625e-16
4,sweet,1.7572158221768866e-53
5,sweet,7.697105829715896e-16
6,sweet,0.0011476484630565365
7,sweet,1.6858296308303514e-17
8,sweet,8.164144281564059e-5
9,sweet,4.836536123780931e-5
10,sweet,2.0797089871273995e-4
11,sweet,4.3019533607721646e-8
12,sweet,1.6457152725990724e-5
1,throw,7.581593058836559e-27
2,throw,4.912105792582324e-20
3,throw,1.9800646638296844e-303
4,throw,3.720075976020836e-44
5,throw,1.7121082872936257e-4
6,throw,6.05497203887741e-60
7,throw,2.105518129673714e-14
8,throw,3.779827345014801e-60
9,throw,1.5729583820761155e-36
10,throw,1.4484716520065253e-38
11,throw,2.9497772913567893e-61
12,throw,2.6820076215485246e-60
1,wakes,5.924150616663131e-7
2,wakes,5.119073319419039e-10
3,wakes,7.251726790004265e-44
4,wakes,1.767495248978924e-271
5,wakes,1.2295372032753345e-7
6,wakes,2.6846844578791933e-44
7,wakes,1.212667617893799e-52
8,wakes,9.187832443309803e-5
9,wakes,1.7424353979266415e-5
10,wakes,2.2616140564739123e-4
11,wakes,1.0259653870705767e-52
12,wakes,1.2561435883345633e-73
1,3rd,9.854971908244998e-5
2,3rd,3.1194449338946655e-60
3,3rd,2.695498632036658e-28
4,3rd,5.2230929799778046e-294
5,3rd,4.088337240824514e-5
6,3rd,1.639565462979666e-49
7,3rd,2.4767177335774514e-60
8,3rd,9.662300488662202e-5
9,3rd,3.09391322837917e-310
10,3rd,1.97925457660219e-5
11,3rd,1.5077320409278413e-20
12,3rd,3.720075976020836e-44
1,4th,1.2091186693297394e-14
2,4th,2.8903190469733546e-60
3,4th,3.720075976020836e-44
4,4th,2.444671824387342e-63
5,4th,4.059592893342387e-5
6,4th,2.829825732433327e-4
7,4th,2.6688641713074883e-38
8,4th,1.1769007410467561e-4
9,4th,3.535594878312501e-69
10,4th,7.209416388659235e-24
11,4th,3.593379085522796e-60
12,4th,3.0364030522323685e-63
1,dark,1.6315308364463394e-8
2,dark,1.1516117072830629e-206
3,dark,6.134100005259207e-242
4,dark,3.2776988252558745e-74
5,dark,3.9359530393690184e-5
6,dark,1.0485337363879934e-4
7,dark,2.240332824329572e-67
8,dark,9.635772999124949e-14
9,dark,5.2867162824738914e-40
10,dark,6.737435066560302e-24
11,dark,3.530268758355057e-60
12,dark,1.3565364312153788e-287
1,fellowship,9.791991903643567e-5
2,fellowship,3.720075976020836e-44
3,fellowship,1.2561745667593325e-33
4,fellowship,4.689200018555346e-60
5,fellowship,8.502124663722934e-5
6,fellowship,3.629630929341583e-60
7,fellowship,8.013815788045035e-77
8,fellowship,2.2658037313875712e-60
9,fellowship,1.2715781313475797e-76
10,fellowship,1.5752803241885064e-36
11,fellowship,6.629756682589844e-15
12,fellowship,1.1204683043467534e-72
1,forgot,1.609568163193303e-45
2,forgot,1.72697509609908e-94
3,forgot,3.4253790585295506e-93
4,forgot,4.786629254900932e-77
5,forgot,3.0817949180679045e-4
6,forgot,1.642973467444551e-93
7,forgot,1.8305258864062987e-96
8,forgot,3.981472711928243e-94
9,forgot,7.662979750094764e-111
10,forgot,9.557323077145874e-61
11,forgot,3.287400823303674e-94
12,forgot,5.9038014889664124e-111
1,josephine,5.925663077194504e-8
2,josephine,3.4152129730905456e-60
3,josephine,4.705793591917983e-5
4,josephine,3.720075976020836e-44
5,josephine,5.531065888638449e-4
6,josephine,3.720075976020836e-44
7,josephine,5.934555945930444e-56
8,josephine,3.720075976020836e-44
9,josephine,1.93137671098374e-209
10,josephine,1.7172801648963775e-10
11,josephine,4.509377974225643e-4
12,josephine,5.158590080580956e-95
1,molded,2.2042025252599606e-5
2,molded,3.720075976020836e-44
3,molded,9.524513550497228e-34
4,molded,4.5988685928198783e-60
5,molded,1.2868533413455964e-4
6,molded,3.559710743498285e-60
7,molded,1.3365218774828157e-60
8,molded,2.3110093608974866e-53
9,molded,1.2241565534569423e-76
10,molded,2.5878291008189085e-40
11,molded,1.1621914794469971e-85
12,molded,3.074546662951269e-64
1,quarters,2.7958756107931524e-19
2,quarters,3.391119e-317
3,quarters,4.7116310097576294e-5
4,quarters,1.1564012061950737e-27
5,quarters,1.8736562138575128e-13
6,quarters,9.932045673923982e-13
7,quarters,2.5035591041380727e-17
8,quarters,2.296958082339941e-5
9,quarters,3.720075976020836e-44
10,quarters,1.263112978269598e-4
11,quarters,2.852620606934848e-5
12,quarters,1.3074364270526647e-31
1,boxes,5.438893073657487e-5
2,boxes,2e-323
3,boxes,1.752346123520369e-21
4,boxes,3.720075976020836e-44
5,boxes,4.9484213354958844e-29
6,boxes,8.489058562525446e-13
7,boxes,2.9306709009754916e-5
8,boxes,1.2973556554294115e-20
9,boxes,3.720075976020836e-44
10,boxes,2.45802208920032e-4
11,boxes,3.920551822445491e-5
12,boxes,4.862301735731223e-53
1,joan,1.2906623174680515e-4
2,joan,1.099741363296268e-220
3,joan,5.089827370697586e-42
4,joan,1.4301197788257686e-153
5,joan,3.720075976020836e-44
6,joan,5.406691788513906e-48
7,joan,1.1943406932723578e-56
8,joan,4.7611205548237775e-4
9,joan,1.4800090647993775e-50
10,joan,2.622071249438065e-9
11,joan,4.479896010177288e-25
12,joan,3.720075976020836e-44
1,schoolbags,3.881560710233087e-9
2,schoolbags,3.709218070585576e-60
3,schoolbags,1.0043803586435371e-59
4,schoolbags,3.720075976020836e-44
5,schoolbags,3.720075976020836e-44
6,schoolbags,5.329455255048949e-10
7,schoolbags,4.144535577019535e-5
8,schoolbags,2.2964225035140786e-5
9,schoolbags,0
10,schoolbags,6.833841858385474e-52
11,schoolbags,2.0510017978996073e-89
12,schoolbags,5.186236640033095e-76
1,gakira,1.0649141488930841e-4
2,gakira,4.4146739454496284e-77
3,gakira,2.0487673043563306e-34
4,gakira,3.29619640421238e-76
5,gakira,7.199920625779641e-44
6,gakira,1.9781717188237943e-76
7,gakira,2.7866955700169035e-77
8,gakira,7.698851911045021e-77
9,gakira,3.3547115398261736e-96
10,gakira,5.206031533208377e-53
11,gakira,6.803208711572091e-77
12,gakira,2.767912250736924e-74
1,kale,4.970772694802869e-4
2,kale,7.820614312862058e-191
3,kale,1.967010075311138e-9
4,kale,7.519252896177205e-60
5,kale,1.584493578317678e-22
6,kale,1.6053440353023995e-80
7,kale,8.7340798786e-313
8,kale,1.015249495006809e-62
9,kale,1.59558318279517e-109
10,kale,2.645452370236397e-4
11,kale,2.3625872314839983e-16
12,kale,4.865737699853945e-69
1,testimony,3.2112432371482435e-5
2,testimony,2.25371527621149e-77
3,testimony,1.969965701656168e-47
