id,username,timestamp,link,tweet,retweets,likes
"244229413665906690","JoeBiden","2012-09-08 05:53","https://twitter.com/JoeBiden/status/244229413665906690","Pitch in $5 to the President and Vice President who are working to strengthen the middle class every day: http://OFA.BO/VHrfLD",60,12
"244187255193886722","JoeBiden","2012-09-08 03:05","https://twitter.com/JoeBiden/status/244187255193886722","President Obama laid out a plan to restore the promise of middle class security last night: http://OFA.BO/m38AFi",63,12
"244155961084899328","JoeBiden","2012-09-08 01:01","https://twitter.com/JoeBiden/status/244155961084899328","VP Biden spoke from the heart last night—watch his speech and get inspired all over again: http://OFA.BO/sq3Ekj",66,25
"244132598211829760","JoeBiden","2012-09-07 23:28","https://twitter.com/JoeBiden/status/244132598211829760","After a great # DNC2012, it’s time to register voters and win this thing—find a weekend of action event near you: http://OFA.BO/tTCgFo",98,21
"244099332230492161","JoeBiden","2012-09-07 21:16","https://twitter.com/JoeBiden/status/244099332230492161","If you’re in for four more years, stand with President Obama and Vice President Biden today: http://OFA.BO/wotyfV",99,17
"244085169462579201","JoeBiden","2012-09-07 20:20","https://twitter.com/JoeBiden/status/244085169462579201",". @ BarackObama, @ MichelleObama, VP Biden, and Dr. Jill Biden—together again on the campaign trail! Follow @OFA_NH and @OFA_IA for the latest.",50,12
"243908353116479488","JoeBiden","2012-09-07 08:37","https://twitter.com/JoeBiden/status/243908353116479488","Pitch in $5 now to make sure this campaign stays strong all the way to a win in November: http://OFA.BO/x2Xfs2",158,57
"243883239561908224","JoeBiden","2012-09-07 06:57","https://twitter.com/JoeBiden/status/243883239561908224","“The middle class wasn’t a number—it wasn’t a net worth. It was more of a value set.”—VP Biden on his upbringing: http://OFA.BO/3uM49m",174,39
"243881926388232192","JoeBiden","2012-09-07 06:52","https://twitter.com/JoeBiden/status/243881926388232192","We’ll be live-tweeting the VP’s speech on @ Obama2012—follow along for the latest.",59,17
"243790415487172608","JoeBiden","2012-09-07 00:48","https://twitter.com/JoeBiden/status/243790415487172608","Before @ BarackObama takes the stage tonight, watch his brother-in-law Craig relive another DNC speech: http://OFA.BO/duUtNd",39,12
"243772864807972865","JoeBiden","2012-09-06 23:39","https://twitter.com/JoeBiden/status/243772864807972865","Catch up on all the great speeches and stories from # DNC2012 so far: http://OFA.BO/WJwrJT",30,11
"243740313292791810","JoeBiden","2012-09-06 21:29","https://twitter.com/JoeBiden/status/243740313292791810","RT if you’re excited for VP Biden’s speech at 9:35pm ET:pic.twitter.com/c0GFICkV",1059,132
"243544506748784640","JoeBiden","2012-09-06 08:31","https://twitter.com/JoeBiden/status/243544506748784640","President Bill Clinton is explaining why we should vote Obama-Biden on Nov. 6. Watch it live: http://barackobama.com/live",147,34
"243496662763446272","JoeBiden","2012-09-06 05:21","https://twitter.com/JoeBiden/status/243496662763446272","Get to know the 5 key points of the Democratic Party platform in 1 RT-friendly graphic:pic.twitter.com/LiIAH4Es",515,143
"243461925902643201","JoeBiden","2012-09-06 03:03","https://twitter.com/JoeBiden/status/243461925902643201","Couldn’t make it to Charlotte? Catch VP Biden and President Obama’s speeches at a neighborhood watch party tomorrow: http://OFA.BO/DE2sXK",33,3
"243438658600968194","JoeBiden","2012-09-06 01:31","https://twitter.com/JoeBiden/status/243438658600968194","'Barack knows the American dream because he's lived it.' Watch @ MichelleObama's debut at the DNC last night: http://OFA.BO/c8zrbQ",52,17
"243408809400365056","JoeBiden","2012-09-05 23:32","https://twitter.com/JoeBiden/status/243408809400365056","If # DNC2012 has you fired up, do something about it: Commit to vote today. http://OFA.BO/hyxkMG",92,20
